Jahr;Ges;Name;Age_Group;Runner_Number;Place_Gender;Place_Age_Group;Place_Overall;Start_Time_of_day;Finish_Time;5K_Time;5K_Diff;5K_min_km;5K_kmh;10K_Time;10K_Diff;10K_min_km;10K_kmh;15K_Time;15K_Diff;15K_min_km;15K_kmh;20K_Time;20K_Diff;20K_min_km;20K_kmh;HK_Time;HK_Diff;HK_min_km;HK_kmh;25K_Time;25K_Diff;25K_min_km;25K_kmh;30K_Time;30K_Diff;30K_min_km;30K_kmh;35K_Time;35K_Diff;35K_min_km;35K_kmh;40K_Time;40K_Diff;40K_min_km;40K_kmh;FK_Time;FK_Diff;FK_min_km;FK_kmh
2014;M;Kipchoge, Eliud (KEN);25-29;2;1;1;1;07:30:02;02:04:11;00:14:44;14:44;02:57;20.38;00:29:30;14:46;02:58;20.31;00:44:16;14:46;02:58;20.31;00:59:02;14:46;02:58;20.31;01:02:11;03:09;02:53;20.89;01:13:42;11:31;02:57;20.34;01:28:46;15:04;03:01;19.91;01:43:22;14:36;02:56;20.55;01:57:53;14:31;02:55;20.67;02:04:11;06:18;02:53;20.91
2014;M;Kitwara, Sammy (KEN);25-29;6;2;2;2;07:30:02;02:04:28;00:14:43;14:43;02:57;20.39;00:29:30;14:47;02:58;20.31;00:44:17;14:47;02:58;20.30;00:59:02;14:45;02:58;20.32;01:02:12;03:10;02:53;20.88;01:13:42;11:30;02:57;20.35;01:28:46;15:04;03:01;19.91;01:43:21;14:35;02:55;20.57;01:57:59;14:38;02:56;20.52;02:04:28;06:29;02:58;20.31
2014;M;Chumba, Dickson (KEN);25-29;7;3;3;3;07:30:02;02:04:32;00:14:44;14:44;02:57;20.38;00:29:31;14:47;02:58;20.29;00:44:17;14:46;02:58;20.31;00:59:03;14:46;02:58;20.30;01:02:12;03:09;02:52;20.94;01:13:43;11:31;02:57;20.34;01:28:49;15:06;03:02;19.87;01:43:22;14:33;02:55;20.61;01:58:01;14:39;02:56;20.47;02:04:32;06:31;02:58;20.23
2014;M;Bekele, Kenenisa (ETH);30-34;1;4;1;4;07:30:02;02:05:51;00:14:44;14:44;02:57;20.38;00:29:31;14:47;02:58;20.30;00:44:17;14:46;02:58;20.31;00:59:03;14:46;02:58;20.32;01:02:12;03:09;02:53;20.86;01:13:43;11:31;02:57;20.34;01:28:47;15:04;03:01;19.90;01:43:34;14:47;02:58;20.29;01:58:58;15:24;03:05;19.48;02:05:51;06:53;03:08;19.17
2014;M;Koech, Bernard (KEN);25-29;5;5;4;5;07:30:02;02:08:30;00:14:43;14:43;02:57;20.39;00:29:30;14:47;02:58;20.29;00:44:18;14:48;02:58;20.29;00:59:03;14:45;02:57;20.34;01:02:12;03:09;02:53;20.88;01:13:42;11:30;02:57;20.34;01:28:47;15:05;03:01;19.90;01:43:32;14:45;02:58;20.33;02:00:11;16:39;03:20;18.02;02:08:30;08:19;03:48;15.84
2014;M;Ghebreslassie, Ghirmay (ERI);16-19;51;6;1;6;07:30:02;02:09:08;00:14:43;14:43;02:57;20.39;00:29:30;14:47;02:58;20.30;00:44:16;14:46;02:58;20.32;00:59:02;14:46;02:58;20.31;01:02:11;03:09;02:53;20.85;01:13:42;11:31;02:57;20.34;01:28:46;15:04;03:01;19.90;01:44:30;15:44;03:09;19.07;02:01:15;16:45;03:21;17.92;02:09:08;07:53;03:36;16.70
2014;M;Rutto, Lani (KEN);25-29;43;7;5;7;07:30:02;02:10:42;00:14:44;14:44;02:57;20.38;00:29:30;14:46;02:58;20.31;00:44:16;14:46;02:58;20.30;00:59:02;14:46;02:58;20.33;01:02:12;03:10;02:53;20.84;01:13:43;11:31;02:58;20.33;01:28:46;15:03;03:01;19.93;01:44:36;15:50;03:10;18.95;02:02:17;17:41;03:33;16.96;02:10:42;08:25;03:50;15.66
2014;M;Korir, Wesley (KEN);30-34;8;8;2;8;07:30:02;02:11:09;00:14:44;14:44;02:57;20.38;00:29:31;14:47;02:58;20.28;00:44:55;15:24;03:05;19.49;01:01:03;16:08;03:14;18.60;01:04:16;03:13;02:57;20.42;01:16:15;11:59;03:05;19.54;01:32:02;15:47;03:10;19.00;01:48:18;16:16;03:16;18.44;02:04:23;16:05;03:13;18.67;02:11:09;06:46;03:06;19.46
2014;M;Curtis, Bobby (USA);25-29;17;9;6;9;07:30:02;02:11:20;00:15:26;15:26;03:06;19.44;00:30:53;15:27;03:06;19.43;00:46:29;15:36;03:08;19.23;01:02:12;15:43;03:09;19.09;01:05:30;03:18;03:01;20.00;01:17:27;11:57;03:04;19.58;01:33:01;15:34;03:07;19.29;01:48:36;15:35;03:07;19.25;02:04:23;15:47;03:10;19.00;02:11:20;06:57;03:10;18.95
2014;M;Kobayashi, Koji (JPN);25-29;9;10;7;10;07:30:02;02:11:43;00:15:10;15:10;03:02;19.80;00:30:16;15:06;03:02;19.87;00:45:30;15:14;03:03;19.69;01:01:03;15:33;03:07;19.30;01:04:17;03:14;02:58;20.31;01:16:16;11:59;03:05;19.55;01:32:06;15:50;03:10;18.95;01:48:16;16:10;03:15;18.55;02:04:30;16:14;03:15;18.47;02:11:43;07:13;03:17;18.28
2014;W;Dibaba, Mare (ETH);20-24;103;1;1;50;07:30:02;02:25:37;00:17:16;17:16;03:28;17.38;00:34:32;17:16;03:28;17.38;00:51:43;17:11;03:27;17.46;01:08:57;17:14;03:27;17.40;01:12:36;03:39;03:20;18.06;01:25:52;13:16;03:24;17.65;01:43:28;17:36;03:32;17.05;02:00:46;17:18;03:28;17.34;02:17:56;17:10;03:27;17.47;02:25:37;07:41;03:31;17.13
2014;W;Kiplagat, Florence (KEN);25-29;102;2;1;53;07:30:02;02:25:57;00:17:15;17:15;03:27;17.40;00:34:31;17:16;03:28;17.38;00:51:42;17:11;03:27;17.46;01:08:57;17:15;03:28;17.38;01:12:35;03:38;03:19;18.11;01:25:52;13:17;03:24;17.65;01:43:27;17:35;03:32;17.06;02:00:45;17:18;03:28;17.33;02:17:56;17:11;03:27;17.47;02:25:57;08:01;03:40;16.41
2014;W;Dibaba, Birhane (ETH);20-24;106;3;2;61;07:30:02;02:27:02;00:17:15;17:15;03:27;17.39;00:34:32;17:17;03:28;17.36;00:51:43;17:11;03:27;17.47;01:08:58;17:15;03:28;17.38;01:12:35;03:37;03:19;18.16;01:25:53;13:18;03:25;17.62;01:43:28;17:35;03:31;17.06;02:00:47;17:19;03:28;17.33;02:18:25;17:38;03:32;17.00;02:27:02;08:37;03:56;15.29
2014;W;Hastings, Amy (USA);30-34;107;4;1;62;07:30:02;02:27:03;00:17:12;17:12;03:27;17.44;00:34:22;17:10;03:26;17.48;00:51:43;17:21;03:29;17.29;01:09:06;17:23;03:29;17.26;01:12:46;03:40;03:21;17.94;01:26:11;13:25;03:27;17.46;01:43:30;17:19;03:28;17.32;02:01:03;17:33;03:31;17.10;02:19:09;18:06;03:38;16.58;02:27:03;07:54;03:37;16.65
2014;W;Santucci, Clara (USA);25-29;108;5;2;101;07:30:02;02:32:21;00:18:07;18:07;03:38;16.57;00:36:05;17:58;03:36;16.69;00:53:57;17:52;03:35;16.79;01:11:54;17:57;03:36;16.72;01:15:41;03:47;03:27;17.41;01:29:24;13:43;03:31;17.07;01:47:30;18:06;03:38;16.58;02:05:49;18:19;03:40;16.37;02:24:14;18:25;03:41;16.29;02:32:21;08:07;03:43;16.21
2014;W;Crouch, Sarah (USA);25-29;116;6;3;103;07:30:02;02:32:44;00:18:07;18:07;03:38;16.56;00:36:05;17:58;03:36;16.70;00:53:58;17:53;03:35;16.79;01:11:54;17:56;03:36;16.71;01:15:41;03:47;03:27;17.46;01:29:19;13:38;03:30;17.18;01:46:58;17:39;03:32;16.99;02:05:10;18:12;03:39;16.48;02:24:17;19:07;03:50;15.69;02:32:44;08:27;03:51;15.60
2014;W;Burka, Gelete (ETH);25-29;127;7;4;116;07:30:02;02:34:17;00:17:16;17:16;03:28;17.39;00:34:32;17:16;03:28;17.37;00:51:43;17:11;03:27;17.46;01:09:00;17:17;03:28;17.36;01:12:36;03:36;03:18;18.26;01:26:10;13:34;03:29;17.26;01:45:06;18:56;03:48;15.84;02:05:26;20:20;04:05;14.75;02:25:48;20:22;04:05;14.73;02:34:17;08:29;03:52;15.54
2014;W;White, Melissa (USA);30-34;111;8;2;117;07:30:02;02:34:19;00:18:01;18:01;03:37;16.66;00:36:07;18:06;03:38;16.57;00:54:06;17:59;03:36;16.67;01:12:25;18:19;03:40;16.38;01:16:16;03:51;03:31;17.11;01:30:24;14:08;03:38;16.57;01:48:48;18:24;03:41;16.31;02:07:34;18:46;03:46;15.98;02:26:20;18:46;03:46;15.99;02:34:19;07:59;03:39;16.51
2014;W;Jimison, Lauren (USA);20-24;114;9;3;119;07:30:02;02:34:38;00:18:09;18:09;03:38;16.54;00:36:06;17:57;03:36;16.70;00:54:12;18:06;03:38;16.58;01:12:27;18:15;03:39;16.44;01:16:20;03:53;03:33;16.96;01:30:38;14:18;03:40;16.37;01:49:05;18:27;03:42;16.26;02:07:33;18:28;03:42;16.25;02:26:20;18:47;03:46;15.97;02:34:38;08:18;03:48;15.86
2014;W;Cummings, Sarah (USA);25-29;120;10;5;122;07:30:02;02:34:47;00:18:09;18:09;03:38;16.54;00:36:08;17:59;03:36;16.67;00:54:19;18:11;03:39;16.50;01:12:24;18:05;03:37;16.59;01:16:15;03:51;03:31;17.09;01:30:23;14:08;03:38;16.56;01:48:47;18:24;03:41;16.31;02:07:33;18:46;03:46;15.99;02:26:31;18:58;03:48;15.81;02:34:47;08:16;03:46;15.95
