Jahr;Ges;Name;Age_Group;Runner_Number;Place_Gender;Place_Age_Group;Place_Overall;Start_Time_of_day;Finish_Time;5K_Time;5K_Diff;5K_min_km;5K_kmh;10K_Time;10K_Diff;10K_min_km;10K_kmh;15K_Time;15K_Diff;15K_min_km;15K_kmh;20K_Time;20K_Diff;20K_min_km;20K_kmh;HK_Time;HK_Diff;HK_min_km;HK_kmh;25K_Time;25K_Diff;25K_min_km;25K_kmh;30K_Time;30K_Diff;30K_min_km;30K_kmh;35K_Time;35K_Diff;35K_min_km;35K_kmh;40K_Time;40K_Diff;40K_min_km;40K_kmh;FK_Time;FK_Diff;FK_min_km;FK_kmh
2010;W;Baysa, Astede (ETH);20-24;105;1;1;36;–;02:23:40;00:16:32;16:32;03:19;18.15;00:33:05;16:33;03:19;18.13;00:49:38;16:33;03:19;18.13;01:06:07;16:29;03:18;18.20;01:09:45;03:38;03:19;18.12;01:22:42;12:57;03:20;18.08;01:39:28;16:46;03:22;17.89;01:56:55;17:27;03:30;17.19;02:15:46;18:51;03:47;15.92;02:23:40;07:54;03:36;16.67
2010;W;Davila, Desiree (USA);25-29;110;2;1;44;–;02:26:20;00:17:22;17:22;03:29;17.27;00:34:35;17:13;03:27;17.43;00:51:55;17:20;03:28;17.31;01:09:17;17:22;03:29;17.27;01:13:07;03:50;03:30;17.17;01:26:33;13:26;03:27;17.43;01:43:50;17:17;03:28;17.36;02:01:06;17:16;03:28;17.37;02:18:36;17:30;03:30;17.14;02:26:20;07:44;03:32;17.03
2010;W;Mikitenko, Irina (GER);35-39;102;3;1;47;–;02:26:40;00:17:09;17:09;03:26;17.49;00:34:34;17:25;03:29;17.22;00:51:53;17:19;03:28;17.32;01:09:16;17:23;03:29;17.26;01:13:05;03:49;03:29;17.25;01:26:38;13:33;03:29;17.28;01:44:02;17:24;03:29;17.24;02:01:34;17:32;03:31;17.11;02:19:05;17:31;03:31;17.13;02:26:40;07:35;03:28;17.37
2010;W;Daska, Mamitu (ETH);25-29;106;4;2;61;–;02:28:29;00:16:32;16:32;03:19;18.15;00:33:05;16:33;03:19;18.13;00:49:38;16:33;03:19;18.13;01:06:07;16:29;03:18;18.20;01:09:45;03:38;03:19;18.12;01:22:45;13:00;03:20;18.01;01:40:13;17:28;03:30;17.18;01:59:17;19:04;03:49;15.73;02:19:29;20:12;04:03;14.85;02:28:29;09:00;04:07;14.63
2010;W;Lewy Boulet, Magdalena (USA);35-39;108;5;2;64;–;02:28:44;00:17:23;17:23;03:29;17.26;00:34:35;17:12;03:27;17.44;00:51:55;17:20;03:28;17.31;01:09:18;17:23;03:29;17.26;01:13:07;03:49;03:29;17.25;01:26:36;13:29;03:28;17.37;01:44:05;17:29;03:30;17.16;02:02:29;18:24;03:41;16.30;02:20:44;18:15;03:39;16.44;02:28:44;08:00;03:39;16.46
2010;W;Yoshida, Kaori (JPN);25-29;112;6;3;71;–;02:29:45;00:16:52;16:52;03:23;17.79;00:34:15;17:23;03:29;17.26;00:51:37;17:22;03:29;17.27;01:09:15;17:38;03:32;17.01;01:13:06;03:51;03:31;17.10;01:26:42;13:36;03:30;17.22;01:44:43;18:01;03:37;16.65;02:02:54;18:11;03:39;16.50;02:21:30;18:36;03:44;16.13;02:29:45;08:15;03:46;15.96
2010;W;Chaofeng, Jia (CHN);20-24;129;7;2;77;–;02:30:35;00:17:09;17:09;03:26;17.49;00:34:31;17:22;03:29;17.27;00:51:54;17:23;03:29;17.26;01:09:17;17:23;03:29;17.26;01:13:06;03:49;03:29;17.25;01:26:43;13:37;03:30;17.20;01:44:12;17:29;03:30;17.16;02:02:26;18:14;03:39;16.45;02:21:45;19:19;03:52;15.53;02:30:35;08:50;04:02;14.91
2010;W;Moody, Tera (USA);25-29;114;8;4;80;–;02:30:53;00:17:48;17:48;03:34;16.85;00:35:35;17:47;03:34;16.87;00:53:33;17:58;03:36;16.70;01:11:23;17:50;03:34;16.82;01:15:16;03:53;03:33;16.95;01:29:12;13:56;03:35;16.81;01:46:59;17:47;03:34;16.87;02:04:48;17:49;03:34;16.84;02:22:48;18:00;03:36;16.67;02:30:53;08:05;03:41;16.29
2010;W;Docherty, Fiona (NZL);35-39;126;9;3;96;–;02:32:17;00:17:49;17:49;03:34;16.84;00:35:36;17:47;03:34;16.87;00:53:38;18:02;03:37;16.64;01:11:50;18:12;03:39;16.48;01:15:49;03:59;03:38;16.52;01:29:51;14:02;03:36;16.69;01:47:50;17:59;03:36;16.68;02:06:16;18:26;03:42;16.27;02:24:36;18:20;03:40;16.36;02:32:17;07:41;03:31;17.14
2010;W;Magarsa, Askale Tafa (ETH);25-29;103;10;5;97;–;02:32:24;00:16:32;16:32;03:19;18.15;00:33:05;16:33;03:19;18.13;00:49:38;16:33;03:19;18.13;01:06:11;16:33;03:19;18.13;01:09:58;03:47;03:27;17.40;01:23:57;13:59;03:35;16.75;01:42:42;18:45;03:45;16.00;02:01:56;19:14;03:51;15.60;02:22:58;21:02;04:13;14.26;02:32:24;09:26;04:18;13.96
