Jahr;Ges;Name;Age_Group;Runner_Number;Place_Gender;Place_Age_Group;Place_Overall;Start_Time_of_day;Finish_Time;5K_Time;5K_Diff;5K_min_km;5K_kmh;10K_Time;10K_Diff;10K_min_km;10K_kmh;15K_Time;15K_Diff;15K_min_km;15K_kmh;20K_Time;20K_Diff;20K_min_km;20K_kmh;HK_Time;HK_Diff;HK_min_km;HK_kmh;25K_Time;25K_Diff;25K_min_km;25K_kmh;30K_Time;30K_Diff;30K_min_km;30K_kmh;35K_Time;35K_Diff;35K_min_km;35K_kmh;40K_Time;40K_Diff;40K_min_km;40K_kmh;FK_Time;FK_Diff;FK_min_km;FK_kmh
2017;M;Rupp, Galen (USA);30-34;10;1;1;1;07:30:02;02:09:20;00:15:44;15:44;03:09;19.08;00:31:28;15:44;03:09;19.07;00:47:03;15:35;03:08;19.24;01:02:45;15:42;03:09;19.12;01:06:11;03:26;03:09;19.15;01:18:16;12:05;03:06;19.40;01:33:21;15:05;03:02;19.87;01:48:43;15:22;03:05;19.53;02:03:08;14:25;02:53;20.81;02:09:20;06:12;02:50;21.21
2017;M;Kirui, Abel (KEN);35-39;1;2;1;2;07:30:02;02:09:48;00:15:43;15:43;03:09;19.10;00:31:26;15:43;03:09;19.09;00:47:02;15:36;03:08;19.23;01:02:43;15:41;03:09;19.13;01:06:11;03:28;03:10;19.04;01:18:15;12:04;03:06;19.39;01:33:21;15:06;03:02;19.87;01:48:43;15:22;03:05;19.53;02:03:22;14:39;02:56;20.47;02:09:48;06:26;02:56;20.47
2017;M;Kipyego, Bernard (KEN);30-34;7;3;2;3;07:30:02;02:10:23;00:15:43;15:43;03:09;19.09;00:31:28;15:45;03:09;19.06;00:47:03;15:35;03:08;19.24;01:02:44;15:41;03:09;19.13;01:06:11;03:27;03:09;19.06;01:18:16;12:05;03:06;19.40;01:33:21;15:05;03:02;19.87;01:48:44;15:23;03:05;19.52;02:03:46;15:02;03:01;19.94;02:10:23;06:37;03:01;19.90
2017;M;Lemma, Sisay (ETH);25-29;5;4;1;4;07:30:02;02:11:01;00:15:46;15:46;03:10;19.04;00:31:29;15:43;03:09;19.09;00:47:04;15:35;03:08;19.25;01:02:45;15:41;03:09;19.13;01:06:11;03:26;03:08;19.16;01:18:16;12:05;03:06;19.39;01:33:22;15:06;03:02;19.85;01:48:43;15:21;03:05;19.55;02:03:47;15:04;03:01;19.91;02:11:01;07:14;03:18;18.23
2017;M;Sambu, Stephen (KEN);25-29;18;5;2;5;07:30:02;02:11:07;00:15:43;15:43;03:09;19.09;00:31:31;15:48;03:10;19.00;00:47:02;15:31;03:07;19.34;01:02:46;15:44;03:09;19.07;01:06:12;03:26;03:08;19.21;01:18:20;12:08;03:07;19.29;01:33:25;15:05;03:02;19.89;01:48:45;15:20;03:04;19.57;02:04:13;15:28;03:06;19.39;02:11:07;06:54;03:09;19.07
2017;M;Matsumura , Kohei (JPN);30-34;9;6;3;6;07:30:02;02:11:46;00:15:45;15:45;03:09;19.07;00:31:29;15:44;03:09;19.06;00:47:06;15:37;03:08;19.21;01:02:46;15:40;03:09;19.14;01:06:19;03:33;03:15;18.52;01:18:17;11:58;03:04;19.58;01:33:35;15:18;03:04;19.62;01:49:03;15:28;03:06;19.38;02:05:06;16:03;03:13;18.69;02:11:46;06:40;03:03;19.77
2017;M;Chebii, Ezekiel (KEN);25-29;6;7;3;7;07:30:02;02:12:12;00:15:44;15:44;03:09;19.08;00:31:28;15:44;03:09;19.07;00:47:04;15:36;03:08;19.22;01:02:45;15:41;03:09;19.14;01:06:11;03:26;03:09;19.13;01:18:16;12:05;03:06;19.38;01:33:22;15:06;03:02;19.87;01:48:55;15:33;03:07;19.28;02:05:11;16:16;03:16;18.44;02:12:12;07:01;03:12;18.78
2017;M;Tadese, Zersenay (ERI);35-39;12;8;2;8;07:30:02;02:12:19;00:15:43;15:43;03:09;19.09;00:31:27;15:44;03:09;19.09;00:47:03;15:36;03:08;19.23;01:02:44;15:41;03:09;19.12;01:06:11;03:27;03:09;19.06;01:18:16;12:05;03:06;19.39;01:33:22;15:06;03:02;19.87;01:48:51;15:29;03:06;19.37;02:05:04;16:13;03:15;18.49;02:12:19;07:15;03:19;18.16
2017;M;Derrick, Chris (USA);25-29;30;9;4;9;07:30:02;02:12:50;00:15:44;15:44;03:09;19.08;00:31:27;15:43;03:09;19.08;00:47:04;15:37;03:08;19.22;01:02:45;15:41;03:09;19.14;01:06:11;03:26;03:09;19.14;01:18:16;12:05;03:06;19.38;01:33:22;15:06;03:02;19.86;01:49:03;15:41;03:09;19.12;02:05:36;16:33;03:19;18.13;02:12:50;07:14;03:18;18.24
2017;M;Shelley, Michael (AUS);30-34;14;10;4;10;07:30:02;02:12:52;00:15:45;15:45;03:09;19.05;00:31:28;15:43;03:09;19.09;00:47:05;15:37;03:08;19.21;01:02:46;15:41;03:09;19.13;01:06:12;03:26;03:08;19.19;01:18:20;12:08;03:07;19.29;01:34:05;15:45;03:09;19.06;01:49:56;15:51;03:11;18.92;02:06:05;16:09;03:14;18.57;02:12:52;06:47;03:06;19.45
